order_id,order_date,customer_id,product_id,quantity,payment_method,order_status,unit_price,cost_price,gross_amount,refund_amount,revenue,cost,margin
O00210,2026-01-16,C0093,P030,2.0,Cash on Delivery,Delivered,6154.82,4114.48,12309.64,0.0,12309.64,8228.96,4080.68
O00211,2025-01-14,C0166,P025,3.0,UPI,Delivered,1601.59,753.23,4804.77,0.0,4804.77,2259.69,2545.08
O00212,2026-05-19,C0387,P028,1.0,Card,Delivered,8837.13,6620.33,8837.13,0.0,8837.13,6620.33,2216.8
O00213,2025-08-19,C0400,P065,3.0,Card,Delivered,839.96,413.59,2519.88,0.0,2519.88,1240.77,1279.11
O00214,2025-03-25,C0350,P045,1.0,Cash on Delivery,Delivered,6056.96,4487.85,6056.96,0.0,6056.96,4487.85,1569.11
O00215,2025-05-10,C0296,P068,1.0,UPI,Refunded,12071.31,7153.93,12071.31,12071.31,0.0,7153.93,-7153.93
O00216,2025-05-25,C0258,P007,4.0,Cash on Delivery,Delivered,8714.69,4706.6,34858.76,0.0,34858.76,18826.4,16032.36
O00217,2025-01-28,C0081,P049,4.0,Cash on Delivery,Delivered,4107.04,1855.14,16428.16,0.0,16428.16,7420.56,9007.6
O00218,2025-03-07,C0425,P009,1.0,UPI,Delivered,8214.5,3816.82,8214.5,0.0,8214.5,3816.82,4397.68
O00219,2025-06-12,C0268,P036,4.0,Cash on Delivery,Delivered,7169.47,3806.59,28677.88,0.0,28677.88,15226.36,13451.52
O00220,2025-08-17,C0419,P001,1.0,Card,Delivered,8541.95,5952.01,8541.95,0.0,8541.95,5952.01,2589.94
O00221,2025-09-18,C0235,P010,2.0,Net Banking,Delivered,10026.33,7331.49,20052.66,0.0,20052.66,14662.98,5389.68
O00222,2026-03-25,C0321,P036,4.0,Net Banking,Delivered,7169.47,3806.59,28677.88,0.0,28677.88,15226.36,13451.52
O00223,2026-02-28,C0311,P073,4.0,Cash on Delivery,Refunded,8017.96,5695.21,32071.84,32071.84,0.0,22780.84,-22780.84
O00224,2026-04-05,C0301,P046,4.0,UPI,Delivered,2129.23,1633.62,8516.92,0.0,8516.92,6534.48,1982.44
O00225,2025-10-28,C0357,P032,2.0,UPI,Delivered,5244.65,3856.3,10489.3,0.0,10489.3,7712.6,2776.7
O00226,2025-10-30,C0213,P032,1.0,Card,Delivered,5244.65,3856.3,5244.65,0.0,5244.65,3856.3,1388.35
O00227,2025-10-14,C0062,P006,3.0,UPI,Delivered,6245.94,3616.94,18737.82,0.0,18737.82,10850.82,7887.0
O00228,2026-01-30,C0049,P048,4.0,UPI,Delivered,12030.44,8903.65,48121.76,0.0,48121.76,35614.6,12507.16
O00229,2025-01-10,C0127,P038,1.0,Card,Delivered,12836.48,6455.88,12836.48,0.0,12836.48,6455.88,6380.6
O00230,2025-09-27,C0223,P017,2.0,Cash on Delivery,Delivered,14858.02,6711.03,29716.04,0.0,29716.04,13422.06,16293.98
O00231,2026-08-15,C0409,P074,3.0,Net Banking,Refunded,4125.43,2092.99,12376.29,12376.29,0.0,6278.97,-6278.97
O00232,2026-08-28,C0279,P027,4.0,Card,Delivered,7352.79,4560.98,29411.16,0.0,29411.16,18243.92,11167.24
O00233,2025-12-27,C0408,P054,2.0,Cash on Delivery,Delivered,13584.74,8606.48,27169.48,0.0,27169.48,17212.96,9956.52
O00234,2025-09-14,C0294,P050,2.0,Card,Cancelled,8951.75,6450.47,17903.5,0.0,17903.5,12900.94,5002.56
O00235,2025-05-13,C0284,P035,3.0,Cash on Delivery,Delivered,349.19,257.18,1047.57,0.0,1047.57,771.54,276.03
O00236,2025-10-03,C0277,P025,1.0,Card,Delivered,1601.59,753.23,1601.59,0.0,1601.59,753.23,848.36
O00237,2026-05-28,C0438,P028,4.0,Cash on Delivery,Refunded,8837.13,6620.33,35348.52,35348.52,0.0,26481.32,-26481.32
O00238,2025-11-09,C0107,P015,4.0,Card,Delivered,6437.34,3494.57,25749.36,0.0,25749.36,13978.28,11771.08
O00239,2026-07-30,C0146,P004,1.0,Cash on Delivery,Refunded,8094.9,5940.38,8094.9,8094.9,0.0,5940.38,-5940.38
O00240,2025-10-11,C0420,P073,1.0,Card,Delivered,8017.96,5695.21,8017.96,0.0,8017.96,5695.21,2322.75
O00241,2025-05-01,C0099,P027,1.0,Net Banking,Delivered,7352.79,4560.98,7352.79,0.0,7352.79,4560.98,2791.81
O00242,2025-04-17,C0429,P026,3.0,Net Banking,Cancelled,852.67,632.13,2558.01,0.0,2558.01,1896.39,661.62
O00243,2025-07-23,C0375,P019,3.0,UPI,Delivered,3026.45,1410.62,9079.35,0.0,9079.35,4231.86,4847.49
O00244,2025-06-14,C0073,P017,4.0,Cash on Delivery,Delivered,14858.02,6711.03,59432.08,0.0,59432.08,26844.12,32587.96
O00245,2025-11-01,C0437,P043,3.0,Card,Delivered,962.98,655.47,2888.94,0.0,2888.94,1966.41,922.53
O00246,2026-05-12,C0122,P041,2.0,Cash on Delivery,Refunded,4375.8,3312.17,8751.6,8751.6,0.0,6624.34,-6624.34
O00247,2026-07-10,C0030,P042,4.0,Net Banking,Delivered,13681.98,6634.74,54727.92,0.0,54727.92,26538.96,28188.96
O00248,2025-06-05,C0188,P050,3.0,Cash on Delivery,Delivered,8951.75,6450.47,26855.25,0.0,26855.25,19351.41,7503.84
O00249,2026-01-02,C0364,P040,1.0,Card,Delivered,8959.9,4737.71,8959.9,0.0,8959.9,4737.71,4222.19
O00250,2025-09-08,C0354,P039,2.0,Cash on Delivery,Delivered,10818.63,6060.84,21637.26,0.0,21637.26,12121.68,9515.58
O00251,2025-11-30,C0288,P023,1.0,Card,Delivered,439.44,327.46,439.44,0.0,439.44,327.46,111.98
O00252,2026-05-26,C0195,P052,4.0,Net Banking,Delivered,13297.72,9971.58,53190.88,0.0,53190.88,39886.32,13304.56
O00253,2025-10-20,C0156,P047,1.0,Net Banking,Delivered,14359.31,8667.35,14359.31,0.0,14359.31,8667.35,5691.96
O00254,2025-01-20,C0172,P063,3.0,Net Banking,Delivered,990.1,448.51,2970.3,0.0,2970.3,1345.53,1624.77
O00255,2025-10-09,C0335,P069,3.0,UPI,Delivered,9557.74,6950.77,28673.22,0.0,28673.22,20852.31,7820.91
O00256,2025-01-01,C0041,P043,4.0,Net Banking,Delivered,962.98,655.47,3851.92,0.0,3851.92,2621.88,1230.04
O00257,2025-04-29,C0063,P048,1.0,Cash on Delivery,Delivered,12030.44,8903.65,12030.44,0.0,12030.44,8903.65,3126.79
O00258,2025-02-04,C0023,P034,4.0,UPI,Cancelled,11064.4,6882.23,44257.6,0.0,44257.6,27528.92,16728.68
O00259,2025-07-17,C0360,P040,1.0,Net Banking,Delivered,8959.9,4737.71,8959.9,0.0,8959.9,4737.71,4222.19
O00260,2026-04-30,C0075,P075,2.0,Cash on Delivery,Delivered,7874.14,5546.4,15748.28,0.0,15748.28,11092.8,4655.48
O00261,2025-02-28,C0048,P061,3.0,Cash on Delivery,Delivered,12510.45,6107.96,37531.35,0.0,37531.35,18323.88,19207.47
O00262,2025-06-10,C0160,P050,4.0,Cash on Delivery,Delivered,8951.75,6450.47,35807.0,0.0,35807.0,25801.88,10005.12
O00263,2025-07-25,C0313,P067,2.0,Card,Delivered,12445.22,5676.03,24890.44,0.0,24890.44,11352.06,13538.38
O00264,2025-01-12,C0118,P062,2.0,UPI,Delivered,2068.98,1188.23,4137.96,0.0,4137.96,2376.46,1761.5
O00265,2026-05-05,C0100,P058,4.0,Cash on Delivery,Delivered,6203.23,2963.61,24812.92,0.0,24812.92,11854.44,12958.48
O00266,2025-10-03,C0380,P033,4.0,Card,Refunded,7981.03,5524.39,31924.12,31924.12,0.0,22097.56,-22097.56
O00267,2025-08-30,C0417,P075,2.0,Net Banking,Delivered,7874.14,5546.4,15748.28,0.0,15748.28,11092.8,4655.48
O00268,2025-08-04,C0408,P016,1.0,Cash on Delivery,Delivered,7090.56,3781.92,7090.56,0.0,7090.56,3781.92,3308.64
O00269,2025-09-08,C0167,P048,2.0,Card,Delivered,12030.44,8903.65,24060.88,0.0,24060.88,17807.3,6253.58
O00270,2025-05-06,C0290,P010,4.0,Cash on Delivery,Refunded,10026.33,7331.49,40105.32,40105.32,0.0,29325.96,-29325.96
O00271,2025-08-05,C0440,P038,2.0,UPI,Delivered,12836.48,6455.88,25672.96,0.0,25672.96,12911.76,12761.2
O00272,2025-11-02,C0156,P019,1.0,UPI,Delivered,3026.45,1410.62,3026.45,0.0,3026.45,1410.62,1615.83
O00273,2025-07-04,C0421,P036,3.0,Net Banking,Delivered,7169.47,3806.59,21508.41,0.0,21508.41,11419.77,10088.64
O00274,2025-02-08,C0007,P059,3.0,Cash on Delivery,Delivered,12616.04,7036.26,37848.12,0.0,37848.12,21108.78,16739.34
O00275,2025-08-11,C0196,P063,2.0,Card,Delivered,990.1,448.51,1980.2,0.0,1980.2,897.02,1083.18
O00276,2025-07-03,C0421,P077,1.0,Net Banking,Delivered,14946.14,7546.37,14946.14,0.0,14946.14,7546.37,7399.77
O00277,2026-05-10,C0056,P046,3.0,Cash on Delivery,Cancelled,2129.23,1633.62,6387.69,0.0,6387.69,4900.86,1486.83
O00278,2026-03-03,C0321,P003,2.0,Net Banking,Refunded,13309.48,9919.88,26618.96,26618.96,0.0,19839.76,-19839.76
O00279,2025-06-27,C0193,P074,2.0,Card,Delivered,4125.43,2092.99,8250.86,0.0,8250.86,4185.98,4064.88
O00280,2026-03-04,C0047,P065,1.0,Net Banking,Cancelled,839.96,413.59,839.96,0.0,839.96,413.59,426.37
O00281,2025-10-21,C0148,P008,4.0,Net Banking,Delivered,12118.46,7359.58,48473.84,0.0,48473.84,29438.32,19035.52
O00282,2025-05-31,C0275,P051,2.0,Net Banking,Delivered,14740.26,7745.22,29480.52,0.0,29480.52,15490.44,13990.08
O00283,2026-01-19,C0157,P073,4.0,Cash on Delivery,Delivered,8017.96,5695.21,32071.84,0.0,32071.84,22780.84,9291.0
O00284,2025-11-04,C0202,P006,4.0,Card,Delivered,6245.94,3616.94,24983.76,0.0,24983.76,14467.76,10516.0
O00285,2025-12-02,C0444,P039,3.0,UPI,Delivered,10818.63,6060.84,32455.89,0.0,32455.89,18182.52,14273.37
O00286,2026-01-10,C0402,P060,4.0,Cash on Delivery,Delivered,3689.37,2341.82,14757.48,0.0,14757.48,9367.28,5390.2
O00287,2025-01-08,C0419,P028,1.0,UPI,Delivered,8837.13,6620.33,8837.13,0.0,8837.13,6620.33,2216.8
O00288,2025-12-07,C0427,P054,3.0,UPI,Delivered,13584.74,8606.48,40754.22,0.0,40754.22,25819.44,14934.78
O00289,2025-05-09,C0126,P037,3.0,Cash on Delivery,Delivered,4665.94,2341.94,13997.82,0.0,13997.82,7025.82,6972.0
O00290,2025-12-18,C0395,P009,3.0,Cash on Delivery,Delivered,8214.5,3816.82,24643.5,0.0,24643.5,11450.46,13193.04
O00291,2025-12-24,C0305,P056,2.0,Card,Delivered,11227.29,6010.72,22454.58,0.0,22454.58,12021.44,10433.14
O00292,2026-06-01,C0369,P059,2.0,Card,Delivered,12616.04,7036.26,25232.08,0.0,25232.08,14072.52,11159.56
O00293,2026-05-10,C0294,P002,4.0,Net Banking,Delivered,7371.61,3402.04,29486.44,0.0,29486.44,13608.16,15878.28
O00294,2025-03-27,C0064,P061,3.0,UPI,Delivered,12510.45,6107.96,37531.35,0.0,37531.35,18323.88,19207.47
O00295,2025-06-24,C0325,P058,3.0,Card,Delivered,6203.23,2963.61,18609.69,0.0,18609.69,8890.83,9718.86
O00296,2025-07-12,C0392,P060,1.0,Net Banking,Cancelled,3689.37,2341.82,3689.37,0.0,3689.37,2341.82,1347.55
O00297,2025-11-07,C0418,P040,4.0,Card,Delivered,8959.9,4737.71,35839.6,0.0,35839.6,18950.84,16888.76
O00298,2025-04-29,C0176,P036,1.0,Cash on Delivery,Delivered,7169.47,3806.59,7169.47,0.0,7169.47,3806.59,3362.88
O00299,2025-08-06,C0116,P037,4.0,Card,Delivered,4665.94,2341.94,18663.76,0.0,18663.76,9367.76,9296.0
O00300,2026-03-03,C0440,P079,4.0,UPI,Delivered,7111.7,4863.19,28446.8,0.0,28446.8,19452.76,8994.04
O00301,2026-02-18,C0204,P018,2.0,Card,Delivered,303.49,206.25,606.98,0.0,606.98,412.5,194.48
O00302,2025-04-24,C0321,P063,2.0,UPI,Delivered,990.1,448.51,1980.2,0.0,1980.2,897.02,1083.18
O00303,2025-05-25,C0031,P022,1.0,Cash on Delivery,Delivered,1329.44,646.27,1329.44,0.0,1329.44,646.27,683.17
O00304,2026-06-22,C0388,P011,4.0,UPI,Delivered,11146.48,5146.21,44585.92,0.0,44585.92,20584.84,24001.08
O00305,2025-10-30,C0113,P058,3.0,Card,Delivered,6203.23,2963.61,18609.69,0.0,18609.69,8890.83,9718.86
O00306,2026-08-11,C0365,P057,2.0,Net Banking,Delivered,1255.3,644.89,2510.6,0.0,2510.6,1289.78,1220.82
O00307,2025-12-11,C0434,P077,3.0,Cash on Delivery,Delivered,14946.14,7546.37,44838.42,0.0,44838.42,22639.11,22199.31
O00308,2025-01-01,C0325,P004,1.0,Card,Delivered,8094.9,5940.38,8094.9,0.0,8094.9,5940.38,2154.52
O00309,2025-05-27,C0414,P007,2.0,Cash on Delivery,Delivered,8714.69,4706.6,17429.38,0.0,17429.38,9413.2,8016.18
O00310,2025-10-14,C0376,P061,2.0,Cash on Delivery,Delivered,12510.45,6107.96,25020.9,0.0,25020.9,12215.92,12804.98
O00311,2025-02-22,C0344,P054,4.0,Card,Delivered,13584.74,8606.48,54338.96,0.0,54338.96,34425.92,19913.04
O00312,2025-10-31,C0443,P068,1.0,Card,Delivered,12071.31,7153.93,12071.31,0.0,12071.31,7153.93,4917.38
O00313,2025-03-10,C0067,P079,4.0,Net Banking,Delivered,7111.7,4863.19,28446.8,0.0,28446.8,19452.76,8994.04
O00314,2025-12-27,C0075,P001,2.0,Cash on Delivery,Delivered,8541.95,5952.01,17083.9,0.0,17083.9,11904.02,5179.88
O00315,2026-08-25,C0045,P055,1.0,Cash on Delivery,Delivered,14841.02,10384.11,14841.02,0.0,14841.02,10384.11,4456.91
O00316,2025-08-08,C0260,P003,2.0,Card,Cancelled,13309.48,9919.88,26618.96,0.0,26618.96,19839.76,6779.2
O00317,2026-07-29,C0154,P078,1.0,UPI,Delivered,13492.31,9504.32,13492.31,0.0,13492.31,9504.32,3987.99
O00318,2026-08-08,C0155,P038,2.0,Card,Delivered,12836.48,6455.88,25672.96,0.0,25672.96,12911.76,12761.2
O00319,2025-06-10,C0430,P001,3.0,Cash on Delivery,Cancelled,8541.95,5952.01,25625.85,0.0,25625.85,17856.03,7769.82
O00320,2025-03-30,C0363,P038,3.0,Card,Delivered,12836.48,6455.88,38509.44,0.0,38509.44,19367.64,19141.8
O00321,2026-08-08,C0448,P029,4.0,Net Banking,Delivered,4293.8,2741.74,17175.2,0.0,17175.2,10966.96,6208.24
O00322,2026-08-12,C0234,P005,3.0,UPI,Delivered,6783.17,4076.36,20349.51,0.0,20349.51,12229.08,8120.43
O00323,2025-06-08,C0051,P074,2.0,Card,Delivered,4125.43,2092.99,8250.86,0.0,8250.86,4185.98,4064.88
O00324,2026-05-04,C0306,P021,2.0,Net Banking,Delivered,14009.07,10751.96,28018.14,0.0,28018.14,21503.92,6514.22
O00325,2025-11-20,C0262,P071,3.0,Cash on Delivery,Delivered,7918.43,4032.33,23755.29,0.0,23755.29,12096.99,11658.3
O00326,2026-01-16,C0315,P067,4.0,Card,Delivered,12445.22,5676.03,49780.88,0.0,49780.88,22704.12,27076.76
O00327,2025-04-12,C0125,P047,3.0,Cash on Delivery,Delivered,14359.31,8667.35,43077.93,0.0,43077.93,26002.05,17075.88
O00328,2026-05-09,C0399,P035,1.0,Net Banking,Delivered,349.19,257.18,349.19,0.0,349.19,257.18,92.01
O00329,2025-01-19,C0245,P068,1.0,Cash on Delivery,Delivered,12071.31,7153.93,12071.31,0.0,12071.31,7153.93,4917.38
O00330,2026-03-30,C0030,P069,1.0,Net Banking,Delivered,9557.74,6950.77,9557.74,0.0,9557.74,6950.77,2606.97
O00331,2026-04-27,C0426,P001,3.0,Net Banking,Delivered,8541.95,5952.01,25625.85,0.0,25625.85,17856.03,7769.82
O00332,2026-08-17,C0122,P068,3.0,Net Banking,Delivered,12071.31,7153.93,36213.93,0.0,36213.93,21461.79,14752.14
O00333,2026-02-01,C0125,P012,3.0,Card,Cancelled,7946.47,4438.79,23839.41,0.0,23839.41,13316.37,10523.04
O00334,2025-10-06,C0037,P060,1.0,Cash on Delivery,Delivered,3689.37,2341.82,3689.37,0.0,3689.37,2341.82,1347.55
O00335,2025-12-31,C0170,P027,4.0,Cash on Delivery,Delivered,7352.79,4560.98,29411.16,0.0,29411.16,18243.92,11167.24
O00336,2025-11-27,C0124,P056,2.0,UPI,Delivered,11227.29,6010.72,22454.58,0.0,22454.58,12021.44,10433.14
O00337,2025-12-10,C0357,P023,3.0,UPI,Delivered,439.44,327.46,1318.32,0.0,1318.32,982.38,335.94
O00338,2026-03-31,C0035,P025,4.0,UPI,Delivered,1601.59,753.23,6406.36,0.0,6406.36,3012.92,3393.44
O00339,2026-08-24,C0087,P021,2.0,UPI,Delivered,14009.07,10751.96,28018.14,0.0,28018.14,21503.92,6514.22
O00340,2025-03-06,C0134,P061,2.0,Cash on Delivery,Delivered,12510.45,6107.96,25020.9,0.0,25020.9,12215.92,12804.98
O00341,2025-03-17,C0196,P063,2.0,Net Banking,Delivered,990.1,448.51,1980.2,0.0,1980.2,897.02,1083.18
O00342,2025-05-23,C0274,P052,4.0,Net Banking,Delivered,13297.72,9971.58,53190.88,0.0,53190.88,39886.32,13304.56
O00343,2026-08-28,C0201,P025,4.0,Card,Delivered,1601.59,753.23,6406.36,0.0,6406.36,3012.92,3393.44
O00344,2026-04-18,C0369,P055,1.0,Net Banking,Refunded,14841.02,10384.11,14841.02,14841.02,0.0,10384.11,-10384.11
O00345,2026-02-21,C0285,P046,4.0,Cash on Delivery,Delivered,2129.23,1633.62,8516.92,0.0,8516.92,6534.48,1982.44
O00346,2025-11-01,C0077,P032,4.0,Cash on Delivery,Delivered,5244.65,3856.3,20978.6,0.0,20978.6,15425.2,5553.4
O00347,2026-05-12,C0059,P055,4.0,Cash on Delivery,Delivered,14841.02,10384.11,59364.08,0.0,59364.08,41536.44,17827.64
O00348,2025-10-18,C0431,P005,2.0,Card,Delivered,6783.17,4076.36,13566.34,0.0,13566.34,8152.72,5413.62
O00349,2025-04-12,C0126,P036,3.0,UPI,Delivered,7169.47,3806.59,21508.41,0.0,21508.41,11419.77,10088.64
O00350,2025-09-24,C0401,P049,1.0,Net Banking,Delivered,4107.04,1855.14,4107.04,0.0,4107.04,1855.14,2251.9
O00351,2025-01-03,C0109,P058,3.0,Cash on Delivery,Delivered,6203.23,2963.61,18609.69,0.0,18609.69,8890.83,9718.86
O00352,2025-03-26,C0224,P039,3.0,Cash on Delivery,Delivered,10818.63,6060.84,32455.89,0.0,32455.89,18182.52,14273.37
O00353,2025-11-24,C0278,P080,4.0,UPI,Delivered,9457.18,5733.69,37828.72,0.0,37828.72,22934.76,14893.96
O00354,2026-03-26,C0068,P061,1.0,Cash on Delivery,Delivered,12510.45,6107.96,12510.45,0.0,12510.45,6107.96,6402.49
O00355,2026-03-30,C0069,P009,3.0,Net Banking,Delivered,8214.5,3816.82,24643.5,0.0,24643.5,11450.46,13193.04
O00356,2025-08-09,C0165,P006,3.0,Card,Delivered,6245.94,3616.94,18737.82,0.0,18737.82,10850.82,7887.0
O00357,2025-06-03,C0305,P035,1.0,Cash on Delivery,Delivered,349.19,257.18,349.19,0.0,349.19,257.18,92.01
O00358,2025-01-12,C0397,P039,4.0,Net Banking,Delivered,10818.63,6060.84,43274.52,0.0,43274.52,24243.36,19031.16
O00359,2025-05-13,C0162,P022,3.0,Cash on Delivery,Delivered,1329.44,646.27,3988.32,0.0,3988.32,1938.81,2049.51
O00360,2025-10-31,C0365,P041,2.0,UPI,Refunded,4375.8,3312.17,8751.6,8751.6,0.0,6624.34,-6624.34
O00361,2025-10-20,C0342,P005,3.0,Cash on Delivery,Delivered,6783.17,4076.36,20349.51,0.0,20349.51,12229.08,8120.43
O00362,2025-10-27,C0309,P042,2.0,Cash on Delivery,Delivered,13681.98,6634.74,27363.96,0.0,27363.96,13269.48,14094.48
O00363,2025-02-12,C0379,P076,4.0,Card,Delivered,7520.44,5735.15,30081.76,0.0,30081.76,22940.6,7141.16
O00364,2025-12-09,C0343,P080,3.0,UPI,Delivered,9457.18,5733.69,28371.54,0.0,28371.54,17201.07,11170.47
O00365,2025-11-22,C0435,P067,1.0,UPI,Delivered,12445.22,5676.03,12445.22,0.0,12445.22,5676.03,6769.19
O00366,2026-05-13,C0387,P030,1.0,Card,Delivered,6154.82,4114.48,6154.82,0.0,6154.82,4114.48,2040.34
O00367,2025-12-30,C0042,P057,3.0,Cash on Delivery,Refunded,1255.3,644.89,3765.9,3765.9,0.0,1934.67,-1934.67
O00368,2026-03-03,C0354,P073,4.0,Net Banking,Delivered,8017.96,5695.21,32071.84,0.0,32071.84,22780.84,9291.0
O00369,2025-01-21,C0416,P029,4.0,UPI,Delivered,4293.8,2741.74,17175.2,0.0,17175.2,10966.96,6208.24
O00370,2026-02-11,C0109,P037,1.0,UPI,Delivered,4665.94,2341.94,4665.94,0.0,4665.94,2341.94,2324.0
O00371,2025-12-02,C0051,P013,3.0,Cash on Delivery,Delivered,6574.21,4979.47,19722.63,0.0,19722.63,14938.41,4784.22
O00372,2025-04-27,C0250,P032,4.0,Cash on Delivery,Delivered,5244.65,3856.3,20978.6,0.0,20978.6,15425.2,5553.4
O00373,2025-05-04,C0341,P046,1.0,UPI,Delivered,2129.23,1633.62,2129.23,0.0,2129.23,1633.62,495.61
O00374,2026-02-03,C0430,P023,2.0,Cash on Delivery,Cancelled,439.44,327.46,878.88,0.0,878.88,654.92,223.96
O00375,2025-02-20,C0383,P045,3.0,Net Banking,Delivered,6056.96,4487.85,18170.88,0.0,18170.88,13463.55,4707.33
O00376,2025-11-20,C0021,P017,2.0,UPI,Delivered,14858.02,6711.03,29716.04,0.0,29716.04,13422.06,16293.98
O00377,2025-05-21,C0300,P066,2.0,Net Banking,Delivered,14371.87,7811.16,28743.74,0.0,28743.74,15622.32,13121.42
O00378,2026-04-15,C0139,P006,4.0,Net Banking,Delivered,6245.94,3616.94,24983.76,0.0,24983.76,14467.76,10516.0
O00379,2025-11-30,C0359,P018,4.0,Cash on Delivery,Delivered,303.49,206.25,1213.96,0.0,1213.96,825.0,388.96
O00380,2026-01-08,C0324,P022,4.0,Net Banking,Delivered,1329.44,646.27,5317.76,0.0,5317.76,2585.08,2732.68
O00381,2026-07-18,C0385,P033,3.0,Cash on Delivery,Delivered,7981.03,5524.39,23943.09,0.0,23943.09,16573.17,7369.92
O00382,2026-05-09,C0092,P030,2.0,Card,Delivered,6154.82,4114.48,12309.64,0.0,12309.64,8228.96,4080.68
O00383,2026-06-23,C0447,P032,3.0,Cash on Delivery,Cancelled,5244.65,3856.3,15733.95,0.0,15733.95,11568.9,4165.05
O00384,2025-06-05,C0280,P042,4.0,Net Banking,Cancelled,13681.98,6634.74,54727.92,0.0,54727.92,26538.96,28188.96
O00385,2025-10-18,C0125,P078,2.0,Card,Delivered,13492.31,9504.32,26984.62,0.0,26984.62,19008.64,7975.98
O00386,2025-05-24,C0397,P010,3.0,Cash on Delivery,Delivered,10026.33,7331.49,30078.99,0.0,30078.99,21994.47,8084.52
O00387,2025-04-16,C0111,P036,3.0,Net Banking,Delivered,7169.47,3806.59,21508.41,0.0,21508.41,11419.77,10088.64
O00388,2026-02-24,C0354,P034,1.0,UPI,Delivered,11064.4,6882.23,11064.4,0.0,11064.4,6882.23,4182.17
O00389,2025-01-02,C0139,P073,3.0,UPI,Delivered,8017.96,5695.21,24053.88,0.0,24053.88,17085.63,6968.25
O00390,2026-08-12,C0435,P028,4.0,Cash on Delivery,Delivered,8837.13,6620.33,35348.52,0.0,35348.52,26481.32,8867.2
O00391,2025-03-31,C0273,P011,3.0,Cash on Delivery,Delivered,11146.48,5146.21,33439.44,0.0,33439.44,15438.63,18000.81
O00392,2025-12-11,C0099,P078,2.0,UPI,Delivered,13492.31,9504.32,26984.62,0.0,26984.62,19008.64,7975.98
O00393,2025-12-16,C0252,P039,3.0,Net Banking,Delivered,10818.63,6060.84,32455.89,0.0,32455.89,18182.52,14273.37
O00394,2026-04-04,C0338,P047,1.0,Net Banking,Delivered,14359.31,8667.35,14359.31,0.0,14359.31,8667.35,5691.96
O00395,2025-09-20,C0104,P019,2.0,Net Banking,Delivered,3026.45,1410.62,6052.9,0.0,6052.9,2821.24,3231.66
O00396,2025-12-17,C0214,P015,2.0,Cash on Delivery,Delivered,6437.34,3494.57,12874.68,0.0,12874.68,6989.14,5885.54
O00397,2025-04-18,C0249,P028,1.0,Card,Delivered,8837.13,6620.33,8837.13,0.0,8837.13,6620.33,2216.8
O00398,2026-08-09,C0152,P024,4.0,Card,Delivered,1074.45,835.05,4297.8,0.0,4297.8,3340.2,957.6
O00399,2025-02-08,C0250,P072,2.0,Card,Refunded,9079.93,6344.33,18159.86,18159.86,0.0,12688.66,-12688.66
O00400,2025-06-08,C0275,P009,4.0,Card,Delivered,8214.5,3816.82,32858.0,0.0,32858.0,15267.28,17590.72
O00401,2026-08-06,C0165,P047,2.0,Card,Delivered,14359.31,8667.35,28718.62,0.0,28718.62,17334.7,11383.92
O00402,2025-11-08,C0341,P033,2.0,Cash on Delivery,Delivered,7981.03,5524.39,15962.06,0.0,15962.06,11048.78,4913.28
O00403,2025-08-29,C0008,P062,4.0,Cash on Delivery,Cancelled,2068.98,1188.23,8275.92,0.0,8275.92,4752.92,3523.0
O00404,2026-03-21,C0284,P019,2.0,Card,Delivered,3026.45,1410.62,6052.9,0.0,6052.9,2821.24,3231.66
O00405,2025-10-25,C0005,P067,4.0,Cash on Delivery,Delivered,12445.22,5676.03,49780.88,0.0,49780.88,22704.12,27076.76
O00406,2025-02-05,C0145,P074,1.0,Cash on Delivery,Cancelled,4125.43,2092.99,4125.43,0.0,4125.43,2092.99,2032.44
O00407,2025-03-25,C0101,P040,4.0,Card,Delivered,8959.9,4737.71,35839.6,0.0,35839.6,18950.84,16888.76
O00408,2026-03-28,C0164,P047,1.0,Net Banking,Refunded,14359.31,8667.35,14359.31,14359.31,0.0,8667.35,-8667.35
O00409,2026-01-20,C0374,P065,2.0,Cash on Delivery,Cancelled,839.96,413.59,1679.92,0.0,1679.92,827.18,852.74
O00410,2025-06-21,C0147,P029,4.0,Net Banking,Delivered,4293.8,2741.74,17175.2,0.0,17175.2,10966.96,6208.24
O00411,2026-01-11,C0064,P050,2.0,Cash on Delivery,Delivered,8951.75,6450.47,17903.5,0.0,17903.5,12900.94,5002.56
O00412,2025-12-28,C0091,P013,4.0,Cash on Delivery,Delivered,6574.21,4979.47,26296.84,0.0,26296.84,19917.88,6378.96
O00413,2026-07-13,C0117,P001,1.0,Card,Delivered,8541.95,5952.01,8541.95,0.0,8541.95,5952.01,2589.94
O00414,2025-05-21,C0354,P034,1.0,Cash on Delivery,Delivered,11064.4,6882.23,11064.4,0.0,11064.4,6882.23,4182.17
O00415,2025-04-28,C0267,P048,4.0,UPI,Delivered,12030.44,8903.65,48121.76,0.0,48121.76,35614.6,12507.16
O00416,2025-10-04,C0310,P077,1.0,UPI,Delivered,14946.14,7546.37,14946.14,0.0,14946.14,7546.37,7399.77
O00417,2025-08-08,C0173,P048,2.0,Card,Delivered,12030.44,8903.65,24060.88,0.0,24060.88,17807.3,6253.58
O00418,2025-01-26,C0047,P049,2.0,Net Banking,Delivered,4107.04,1855.14,8214.08,0.0,8214.08,3710.28,4503.8
