order_id,order_date,warehouse,carrier,route,product_type,day_of_week,season,promised_date,delay_days,actual_delivery_date,delivery_status,warehouse_processing_hours,distance_km,delivery_attempts
O00188,2026-01-15,Kolkata-W1,BlueDart,North,Electronics,Thursday,Festive,2026-01-19,2,2026-01-21,Delayed,5.9,1087.2,1
O00189,2026-01-01,Hyderabad-W1,XpressBees,Regional,Sports,Wednesday,Monsoon,2026-01-06,1,2026-01-07,Delayed,7.4,54.2,1
O00190,2025-08-15,Kolkata-W1,XpressBees,East,Electronics,Saturday,Summer,2025-08-19,1,2025-08-20,Delayed,9.0,225.2,3
O00191,2025-04-28,Bengaluru-W1,DTDC,East,Electronics,Tuesday,Monsoon,2025-05-05,0,2025-05-05,On Time,7.1,1054.5,3
O00192,2026-02-16,Kolkata-W1,DTDC,Regional,Beauty,Friday,Summer,2026-02-22,2,2026-02-24,Delayed,12.3,1641.7,1
O00193,2025-12-22,Mumbai-W1,EcomExpress,East,Sports,Tuesday,Festive,2025-12-26,4,2025-12-30,Delayed,5.4,1632.2,1
O00194,2025-09-11,Hyderabad-W1,XpressBees,North,Fashion,Friday,Spring,2025-09-14,1,2025-09-15,Delayed,2.8,276.9,1
O00195,2026-06-27,Hyderabad-W1,XpressBees,Local,Electronics,Friday,Summer,2026-07-04,2,2026-07-06,Delayed,2.3,695.3,2
O00196,2026-03-20,Hyderabad-W1,EcomExpress,West,Sports,Friday,Summer,2026-03-23,5,2026-03-28,Delayed,14.9,82.5,2
O00197,2025-03-22,Delhi-W1,XpressBees,West,Electronics,Saturday,Monsoon,2025-03-29,1,2025-03-30,Delayed,0.8,847.3,1
O00198,2025-02-15,Delhi-W1,BlueDart,East,Beauty,Thursday,Festive,2025-02-22,5,2025-02-27,Delayed,7.3,1356.8,1
O00199,2025-02-18,Mumbai-W1,DTDC,Local,Beauty,Friday,Winter,2025-02-22,0,2025-02-22,On Time,3.7,1423.0,1
O00200,2026-03-25,Bengaluru-W1,DTDC,West,Fashion,Friday,Winter,2026-03-31,2,2026-04-02,Delayed,12.6,900.7,1
O00201,2026-02-11,Delhi-W1,DTDC,Local,Beauty,Tuesday,Spring,2026-02-17,0,2026-02-17,On Time,8.6,177.1,3
O00202,2025-10-10,Kolkata-W1,Delhivery,Regional,Sports,Friday,Festive,2025-10-12,5,2025-10-17,Delayed,8.7,689.5,1
O00203,2026-04-18,Mumbai-W1,BlueDart,South,Beauty,Thursday,Summer,2026-04-24,0,2026-04-24,On Time,9.2,1678.1,3
O00204,2026-02-20,Bengaluru-W1,BlueDart,East,Fashion,Sunday,Winter,2026-02-25,0,2026-02-25,On Time,9.0,417.2,3
O00205,2026-08-23,Kolkata-W1,EcomExpress,Regional,Home,Saturday,Spring,2026-08-27,6,2026-09-02,Delayed,2.8,579.0,2
O00206,2025-05-01,Hyderabad-W1,Delhivery,Regional,Electronics,Saturday,Festive,2025-05-04,5,2025-05-09,Delayed,6.1,1345.6,2
O00207,2025-01-03,Delhi-W1,XpressBees,Local,Electronics,Tuesday,Spring,2025-01-09,0,2025-01-09,On Time,4.5,1321.8,1
O00208,2025-11-12,Kolkata-W1,BlueDart,East,Sports,Sunday,Winter,2025-11-15,0,2025-11-15,On Time,5.1,1642.4,1
O00209,2026-04-05,Bengaluru-W1,Delhivery,Regional,Fashion,Friday,Monsoon,2026-04-07,2,2026-04-09,Delayed,9.1,701.7,1
O00210,2025-08-15,Mumbai-W1,Delhivery,North,Fashion,Tuesday,Monsoon,2025-08-19,1,2025-08-20,Delayed,14.9,928.7,1
O00211,2025-03-20,Kolkata-W1,BlueDart,Regional,Fashion,Saturday,Festive,2025-03-26,4,2025-03-30,Delayed,14.6,844.0,1
O00212,2026-06-28,Mumbai-W1,EcomExpress,North,Electronics,Thursday,Spring,2026-07-01,3,2026-07-04,Delayed,10.1,1670.3,1
O00213,2025-03-12,Hyderabad-W1,Delhivery,South,Beauty,Tuesday,Summer,2025-03-19,1,2025-03-20,Delayed,6.4,1385.9,1
O00214,2025-07-16,Bengaluru-W1,DTDC,North,Electronics,Thursday,Winter,2025-07-22,3,2025-07-25,Delayed,8.7,1497.4,1
O00215,2025-02-27,Bengaluru-W1,Delhivery,North,Electronics,Sunday,Monsoon,2025-03-01,0,2025-03-01,On Time,13.5,243.9,3
O00216,2026-02-28,Delhi-W1,XpressBees,Local,Electronics,Sunday,Monsoon,2026-03-07,1,2026-03-08,Delayed,5.1,1426.4,1
O00217,2026-04-14,Bengaluru-W1,BlueDart,Regional,Beauty,Wednesday,Spring,2026-04-17,1,2026-04-18,Delayed,8.4,782.2,3
O00218,2025-02-17,Kolkata-W1,XpressBees,South,Home,Friday,Monsoon,2025-02-20,5,2025-02-25,Delayed,5.8,46.9,3
O00219,2026-03-11,Kolkata-W1,EcomExpress,Regional,Sports,Thursday,Spring,2026-03-15,5,2026-03-20,Delayed,5.0,112.9,3
O00220,2025-07-04,Kolkata-W1,DTDC,North,Home,Friday,Winter,2025-07-08,0,2025-07-08,On Time,8.1,1221.8,1
O00221,2025-06-14,Hyderabad-W1,BlueDart,West,Home,Sunday,Spring,2025-06-17,1,2025-06-18,Delayed,6.4,672.8,1
O00222,2025-11-27,Bengaluru-W1,Delhivery,North,Electronics,Thursday,Monsoon,2025-12-04,0,2025-12-04,On Time,10.3,1563.3,1
O00223,2025-11-26,Bengaluru-W1,DTDC,Regional,Home,Monday,Spring,2025-11-30,2,2025-12-02,Delayed,6.4,1323.0,1
O00224,2025-05-01,Kolkata-W1,Delhivery,South,Electronics,Sunday,Monsoon,2025-05-04,5,2025-05-09,Delayed,7.6,43.9,1
O00225,2025-08-01,Delhi-W1,EcomExpress,West,Electronics,Monday,Festive,2025-08-08,6,2025-08-14,Delayed,2.7,1238.0,1
O00226,2026-05-22,Delhi-W1,BlueDart,South,Sports,Monday,Monsoon,2026-05-27,0,2026-05-27,On Time,13.8,350.3,2
O00227,2026-07-07,Bengaluru-W1,EcomExpress,Local,Fashion,Sunday,Monsoon,2026-07-13,4,2026-07-17,Delayed,14.0,763.5,2
O00228,2025-06-17,Bengaluru-W1,EcomExpress,North,Electronics,Thursday,Monsoon,2025-06-22,3,2025-06-25,Delayed,4.4,1126.4,1
O00229,2026-06-30,Mumbai-W1,EcomExpress,North,Home,Saturday,Festive,2026-07-05,4,2026-07-09,Delayed,4.8,1571.5,1
O00230,2026-03-03,Bengaluru-W1,EcomExpress,Local,Sports,Saturday,Summer,2026-03-09,3,2026-03-12,Delayed,9.4,823.7,3
O00231,2025-08-09,Kolkata-W1,Delhivery,Regional,Home,Friday,Monsoon,2025-08-12,3,2025-08-15,Delayed,6.0,1456.2,1
O00232,2025-01-10,Hyderabad-W1,XpressBees,North,Fashion,Monday,Summer,2025-01-13,1,2025-01-14,Delayed,10.1,1410.4,1
O00233,2025-04-30,Bengaluru-W1,Delhivery,Regional,Beauty,Friday,Winter,2025-05-04,5,2025-05-09,Delayed,19.3,749.1,1
O00234,2025-09-04,Bengaluru-W1,DTDC,South,Fashion,Thursday,Spring,2025-09-06,2,2025-09-08,Delayed,4.6,904.3,2
O00235,2025-12-26,Kolkata-W1,EcomExpress,West,Sports,Friday,Summer,2025-12-29,2,2025-12-31,Delayed,14.5,1262.4,3
O00236,2025-08-09,Mumbai-W1,DTDC,West,Fashion,Friday,Winter,2025-08-15,0,2025-08-15,On Time,4.0,60.9,1
O00237,2026-05-21,Bengaluru-W1,Delhivery,West,Fashion,Monday,Spring,2026-05-23,1,2026-05-24,Delayed,5.1,1604.0,1
O00238,2025-02-27,Delhi-W1,EcomExpress,East,Sports,Sunday,Monsoon,2025-03-05,2,2025-03-07,Delayed,9.5,1386.8,1
O00239,2026-04-05,Delhi-W1,Delhivery,Local,Sports,Saturday,Monsoon,2026-04-11,2,2026-04-13,Delayed,12.3,452.7,3
O00240,2025-05-08,Delhi-W1,EcomExpress,West,Home,Tuesday,Monsoon,2025-05-14,3,2025-05-17,Delayed,19.0,1766.2,1
O00241,2025-03-27,Hyderabad-W1,Delhivery,North,Electronics,Wednesday,Festive,2025-03-29,3,2025-04-01,Delayed,23.0,327.0,1
O00242,2025-04-14,Hyderabad-W1,BlueDart,Local,Beauty,Thursday,Festive,2025-04-19,4,2025-04-23,Delayed,6.9,1645.8,1
O00243,2025-05-23,Bengaluru-W1,XpressBees,South,Beauty,Thursday,Festive,2025-05-30,2,2025-06-01,Delayed,8.4,587.4,1
O00244,2025-07-24,Bengaluru-W1,XpressBees,South,Beauty,Thursday,Festive,2025-07-30,4,2025-08-03,Delayed,10.4,1374.8,1
O00245,2025-02-07,Bengaluru-W1,EcomExpress,South,Fashion,Wednesday,Winter,2025-02-11,2,2025-02-13,Delayed,8.1,824.2,1
O00246,2025-12-29,Hyderabad-W1,BlueDart,South,Sports,Tuesday,Winter,2026-01-01,2,2026-01-03,Delayed,6.8,1327.0,2
O00247,2025-11-05,Bengaluru-W1,DTDC,East,Sports,Saturday,Monsoon,2025-11-12,3,2025-11-15,Delayed,5.7,284.6,3
O00248,2025-02-21,Kolkata-W1,BlueDart,Regional,Sports,Friday,Spring,2025-02-24,2,2025-02-26,Delayed,12.4,488.8,1
O00249,2025-01-01,Mumbai-W1,EcomExpress,Regional,Electronics,Saturday,Festive,2025-01-04,7,2025-01-11,Delayed,19.0,184.2,1
O00250,2025-01-11,Delhi-W1,BlueDart,West,Sports,Thursday,Spring,2025-01-13,1,2025-01-14,Delayed,2.5,1557.9,1
O00251,2025-08-02,Delhi-W1,DTDC,East,Sports,Friday,Winter,2025-08-06,1,2025-08-07,Delayed,7.2,536.8,1
O00252,2026-07-10,Kolkata-W1,EcomExpress,Regional,Fashion,Monday,Festive,2026-07-14,6,2026-07-20,Delayed,2.5,1251.6,1
O00253,2026-06-02,Bengaluru-W1,XpressBees,South,Home,Saturday,Winter,2026-06-09,3,2026-06-12,Delayed,11.9,1477.3,1
O00254,2026-02-19,Hyderabad-W1,BlueDart,Regional,Beauty,Monday,Winter,2026-02-23,2,2026-02-25,Delayed,5.0,1623.0,3
O00255,2025-01-08,Bengaluru-W1,XpressBees,Local,Fashion,Monday,Summer,2025-01-12,3,2025-01-15,Delayed,17.5,195.8,3
O00256,2025-01-05,Bengaluru-W1,XpressBees,West,Fashion,Sunday,Winter,2025-01-09,0,2025-01-09,On Time,7.6,1608.0,1
O00257,2025-12-28,Delhi-W1,Delhivery,Regional,Fashion,Saturday,Monsoon,2026-01-04,2,2026-01-06,Delayed,12.0,359.1,1
O00258,2025-04-22,Delhi-W1,DTDC,Local,Beauty,Thursday,Winter,2025-04-27,4,2025-05-01,Delayed,4.5,1327.7,1
O00259,2025-09-30,Hyderabad-W1,BlueDart,North,Fashion,Wednesday,Festive,2025-10-04,3,2025-10-07,Delayed,9.2,1313.3,1
O00260,2026-02-26,Delhi-W1,XpressBees,Local,Home,Thursday,Monsoon,2026-03-02,2,2026-03-04,Delayed,9.1,20.3,1
O00261,2025-09-22,Bengaluru-W1,XpressBees,Local,Sports,Monday,Winter,2025-09-24,1,2025-09-25,Delayed,10.9,401.0,1
O00262,2026-04-03,Kolkata-W1,DTDC,South,Home,Monday,Monsoon,2026-04-05,1,2026-04-06,Delayed,5.4,888.0,2
O00263,2025-07-31,Hyderabad-W1,XpressBees,South,Sports,Thursday,Winter,2025-08-04,2,2025-08-06,Delayed,16.5,759.0,1
O00264,2025-03-19,Kolkata-W1,XpressBees,West,Sports,Wednesday,Monsoon,2025-03-24,1,2025-03-25,Delayed,10.5,1653.8,1
O00265,2025-08-09,Bengaluru-W1,XpressBees,South,Fashion,Wednesday,Spring,2025-08-13,0,2025-08-13,On Time,18.5,650.7,1
O00266,2026-01-04,Hyderabad-W1,XpressBees,Local,Fashion,Sunday,Summer,2026-01-08,1,2026-01-09,Delayed,2.8,1686.9,1
O00267,2025-12-13,Kolkata-W1,Delhivery,East,Beauty,Friday,Monsoon,2025-12-17,0,2025-12-17,On Time,9.3,829.7,1
O00268,2025-01-25,Hyderabad-W1,Delhivery,South,Electronics,Tuesday,Festive,2025-01-31,3,2025-02-03,Delayed,7.4,1736.0,1
O00269,2026-02-24,Bengaluru-W1,EcomExpress,South,Home,Monday,Summer,2026-03-01,5,2026-03-06,Delayed,23.3,1328.6,3
O00270,2025-12-20,Hyderabad-W1,BlueDart,Local,Beauty,Wednesday,Summer,2025-12-23,1,2025-12-24,Delayed,12.5,1493.7,1
O00271,2026-02-21,Bengaluru-W1,DTDC,North,Beauty,Saturday,Winter,2026-02-25,2,2026-02-27,Delayed,8.2,193.3,2
O00272,2026-05-30,Hyderabad-W1,EcomExpress,North,Home,Sunday,Monsoon,2026-06-02,2,2026-06-04,Delayed,12.1,1057.1,1
O00273,2025-08-03,Hyderabad-W1,Delhivery,Regional,Home,Monday,Summer,2025-08-08,2,2025-08-10,Delayed,6.2,261.1,2
O00274,2025-04-22,Delhi-W1,Delhivery,West,Sports,Tuesday,Festive,2025-04-26,4,2025-04-30,Delayed,11.1,539.2,1
O00275,2026-07-13,Bengaluru-W1,Delhivery,North,Electronics,Saturday,Festive,2026-07-16,2,2026-07-18,Delayed,31.2,1124.3,1
O00276,2026-03-04,Mumbai-W1,EcomExpress,South,Fashion,Monday,Festive,2026-03-11,5,2026-03-16,Delayed,5.7,1308.6,2
O00277,2026-07-16,Hyderabad-W1,Delhivery,East,Electronics,Sunday,Winter,2026-07-19,2,2026-07-21,Delayed,9.2,75.3,1
O00278,2025-08-04,Kolkata-W1,EcomExpress,Regional,Electronics,Sunday,Spring,2025-08-09,4,2025-08-13,Delayed,4.8,958.0,1
O00279,2026-02-17,Delhi-W1,Delhivery,West,Fashion,Wednesday,Monsoon,2026-02-21,2,2026-02-23,Delayed,4.2,1019.7,3
O00280,2026-01-15,Delhi-W1,XpressBees,East,Electronics,Friday,Summer,2026-01-21,0,2026-01-21,On Time,14.6,146.5,2
O00281,2026-08-25,Hyderabad-W1,XpressBees,East,Beauty,Thursday,Monsoon,2026-08-30,3,2026-09-02,Delayed,3.5,903.7,1
O00282,2025-08-20,Mumbai-W1,BlueDart,South,Beauty,Sunday,Summer,2025-08-26,2,2025-08-28,Delayed,11.0,1286.3,3
O00283,2025-09-15,Delhi-W1,Delhivery,Local,Fashion,Saturday,Winter,2025-09-19,0,2025-09-19,On Time,14.1,100.5,1
O00284,2025-09-13,Bengaluru-W1,BlueDart,Local,Fashion,Thursday,Monsoon,2025-09-16,1,2025-09-17,Delayed,6.4,1369.7,1
O00285,2026-02-07,Hyderabad-W1,EcomExpress,Local,Home,Wednesday,Winter,2026-02-14,3,2026-02-17,Delayed,18.1,1039.7,2
O00286,2026-02-28,Hyderabad-W1,BlueDart,North,Home,Wednesday,Winter,2026-03-07,1,2026-03-08,Delayed,17.1,1500.6,1
O00287,2025-03-06,Mumbai-W1,Delhivery,Local,Electronics,Saturday,Monsoon,2025-03-11,0,2025-03-11,On Time,6.4,396.4,3
O00288,2025-07-09,Bengaluru-W1,EcomExpress,West,Electronics,Tuesday,Monsoon,2025-07-14,5,2025-07-19,Delayed,3.1,1500.7,3
O00289,2026-08-26,Bengaluru-W1,EcomExpress,South,Fashion,Sunday,Summer,2026-08-31,3,2026-09-03,Delayed,11.6,174.7,1
O00290,2025-06-22,Mumbai-W1,XpressBees,North,Electronics,Saturday,Festive,2025-06-24,2,2025-06-26,Delayed,8.1,729.9,1
O00291,2026-07-15,Kolkata-W1,EcomExpress,West,Sports,Monday,Winter,2026-07-22,2,2026-07-24,Delayed,9.5,363.1,2
O00292,2025-08-15,Bengaluru-W1,EcomExpress,Local,Beauty,Tuesday,Spring,2025-08-22,3,2025-08-25,Delayed,11.5,1577.5,2
O00293,2026-08-04,Kolkata-W1,BlueDart,West,Electronics,Thursday,Summer,2026-08-08,0,2026-08-08,On Time,2.7,1270.3,1
O00294,2026-01-23,Kolkata-W1,EcomExpress,East,Electronics,Monday,Summer,2026-01-25,6,2026-01-31,Delayed,6.1,50.5,3
O00295,2026-02-05,Hyderabad-W1,DTDC,South,Home,Tuesday,Festive,2026-02-10,3,2026-02-13,Delayed,21.8,22.1,1
O00296,2025-08-01,Hyderabad-W1,XpressBees,South,Sports,Thursday,Festive,2025-08-06,6,2025-08-12,Delayed,9.7,527.8,3
O00297,2025-02-22,Delhi-W1,XpressBees,West,Electronics,Monday,Winter,2025-02-28,1,2025-03-01,Delayed,12.0,262.2,1
O00298,2025-05-19,Hyderabad-W1,EcomExpress,Regional,Beauty,Friday,Summer,2025-05-21,4,2025-05-25,Delayed,9.2,1136.4,1
O00299,2026-02-22,Bengaluru-W1,BlueDart,South,Electronics,Sunday,Summer,2026-02-25,1,2026-02-26,Delayed,11.8,1196.5,1
O00300,2025-05-23,Bengaluru-W1,XpressBees,East,Fashion,Saturday,Spring,2025-05-30,0,2025-05-30,On Time,16.9,1695.8,3
O00301,2026-05-24,Kolkata-W1,XpressBees,South,Sports,Saturday,Winter,2026-05-28,1,2026-05-29,Delayed,1.6,1713.9,3
O00302,2026-05-01,Bengaluru-W1,DTDC,Regional,Electronics,Saturday,Winter,2026-05-04,2,2026-05-06,Delayed,13.5,1187.7,3
O00303,2026-03-13,Hyderabad-W1,EcomExpress,South,Sports,Friday,Festive,2026-03-16,7,2026-03-23,Delayed,8.1,15.2,1
O00304,2026-06-27,Hyderabad-W1,XpressBees,South,Electronics,Sunday,Winter,2026-07-01,0,2026-07-01,On Time,15.0,649.4,3
O00305,2025-10-20,Hyderabad-W1,XpressBees,Regional,Beauty,Tuesday,Spring,2025-10-25,2,2025-10-27,Delayed,6.6,926.1,1
O00306,2025-10-11,Mumbai-W1,XpressBees,South,Beauty,Sunday,Winter,2025-10-18,1,2025-10-19,Delayed,6.4,901.0,1
O00307,2025-01-14,Bengaluru-W1,XpressBees,West,Sports,Wednesday,Monsoon,2025-01-20,1,2025-01-21,Delayed,3.4,1088.0,1
O00308,2025-09-29,Delhi-W1,BlueDart,North,Home,Monday,Monsoon,2025-10-04,0,2025-10-04,On Time,8.3,1729.2,2
O00309,2025-01-25,Bengaluru-W1,Delhivery,West,Home,Tuesday,Spring,2025-01-30,0,2025-01-30,On Time,3.2,1593.9,1
O00310,2025-11-18,Bengaluru-W1,DTDC,South,Fashion,Wednesday,Festive,2025-11-20,3,2025-11-23,Delayed,7.8,200.5,1
O00311,2025-04-13,Mumbai-W1,BlueDart,Local,Home,Saturday,Summer,2025-04-16,1,2025-04-17,Delayed,9.5,482.4,1
O00312,2025-02-09,Bengaluru-W1,DTDC,Local,Sports,Saturday,Winter,2025-02-12,0,2025-02-12,On Time,5.1,1500.4,3
O00313,2025-08-23,Kolkata-W1,XpressBees,North,Home,Saturday,Festive,2025-08-30,3,2025-09-02,Delayed,2.4,1484.6,3
O00314,2025-03-30,Hyderabad-W1,DTDC,South,Fashion,Wednesday,Festive,2025-04-02,4,2025-04-06,Delayed,1.9,499.3,1
O00315,2025-04-10,Hyderabad-W1,EcomExpress,East,Electronics,Monday,Winter,2025-04-16,4,2025-04-20,Delayed,4.1,1316.4,3
O00316,2025-05-24,Mumbai-W1,EcomExpress,South,Home,Monday,Summer,2025-05-30,2,2025-06-01,Delayed,1.8,1211.3,1
O00317,2025-03-23,Hyderabad-W1,Delhivery,Local,Sports,Wednesday,Winter,2025-03-29,1,2025-03-30,Delayed,9.3,855.0,2
O00318,2026-08-12,Kolkata-W1,Delhivery,Regional,Sports,Thursday,Summer,2026-08-16,3,2026-08-19,Delayed,31.8,366.6,2
O00319,2026-07-25,Mumbai-W1,DTDC,North,Fashion,Saturday,Spring,2026-08-01,2,2026-08-03,Delayed,3.4,1600.1,1
O00320,2025-08-17,Delhi-W1,BlueDart,Regional,Fashion,Tuesday,Summer,2025-08-23,3,2025-08-26,Delayed,36.4,1221.7,1
O00321,2026-08-26,Hyderabad-W1,BlueDart,East,Beauty,Monday,Festive,2026-08-28,6,2026-09-03,Delayed,9.1,308.3,1
O00322,2026-01-30,Bengaluru-W1,XpressBees,South,Beauty,Sunday,Spring,2026-02-01,2,2026-02-03,Delayed,10.4,1270.1,3
O00323,2026-05-28,Kolkata-W1,BlueDart,East,Beauty,Wednesday,Monsoon,2026-06-02,1,2026-06-03,Delayed,2.5,1335.9,1
O00324,2025-07-16,Kolkata-W1,Delhivery,Regional,Electronics,Thursday,Spring,2025-07-21,2,2025-07-23,Delayed,9.6,1597.0,2
O00325,2025-10-01,Hyderabad-W1,BlueDart,South,Sports,Friday,Summer,2025-10-08,0,2025-10-08,On Time,5.9,405.0,1
O00326,2026-08-13,Delhi-W1,XpressBees,West,Beauty,Wednesday,Spring,2026-08-18,1,2026-08-19,Delayed,21.0,1779.8,2
O00327,2026-08-06,Bengaluru-W1,EcomExpress,West,Sports,Sunday,Spring,2026-08-11,3,2026-08-14,Delayed,1.9,280.3,1
O00328,2026-07-16,Delhi-W1,BlueDart,East,Fashion,Thursday,Monsoon,2026-07-18,0,2026-07-18,On Time,5.9,1083.2,3
O00329,2026-01-07,Delhi-W1,BlueDart,West,Electronics,Friday,Summer,2026-01-12,1,2026-01-13,Delayed,4.6,1184.6,3
O00330,2025-03-21,Hyderabad-W1,Delhivery,West,Fashion,Thursday,Festive,2025-03-23,2,2025-03-25,Delayed,10.7,757.0,1
O00331,2025-08-23,Bengaluru-W1,DTDC,Local,Sports,Monday,Spring,2025-08-29,2,2025-08-31,Delayed,1.1,857.7,1
O00332,2025-10-14,Hyderabad-W1,EcomExpress,West,Beauty,Wednesday,Winter,2025-10-20,4,2025-10-24,Delayed,20.6,1604.2,1
O00333,2026-07-26,Hyderabad-W1,DTDC,Local,Fashion,Sunday,Festive,2026-08-02,2,2026-08-04,Delayed,10.4,1163.3,1
O00334,2026-06-29,Kolkata-W1,XpressBees,North,Home,Friday,Spring,2026-07-03,1,2026-07-04,Delayed,9.9,897.1,1
O00335,2026-03-13,Hyderabad-W1,XpressBees,Local,Electronics,Thursday,Festive,2026-03-18,4,2026-03-22,Delayed,3.5,235.4,1
O00336,2025-05-07,Mumbai-W1,DTDC,Local,Sports,Friday,Winter,2025-05-13,1,2025-05-14,Delayed,14.0,18.2,1
O00337,2026-02-21,Bengaluru-W1,Delhivery,Regional,Beauty,Tuesday,Festive,2026-02-27,3,2026-03-02,Delayed,13.1,229.3,3
O00338,2025-02-10,Kolkata-W1,Delhivery,Local,Fashion,Sunday,Festive,2025-02-17,4,2025-02-21,Delayed,17.9,1721.4,1
O00339,2026-04-14,Bengaluru-W1,Delhivery,Local,Electronics,Wednesday,Winter,2026-04-17,1,2026-04-18,Delayed,6.9,1376.5,1
O00340,2025-10-24,Kolkata-W1,EcomExpress,Regional,Beauty,Monday,Winter,2025-10-27,3,2025-10-30,Delayed,2.4,1741.0,1
O00341,2026-08-20,Mumbai-W1,XpressBees,Local,Fashion,Friday,Winter,2026-08-27,2,2026-08-29,Delayed,5.3,69.1,2
O00342,2026-08-24,Hyderabad-W1,XpressBees,West,Sports,Saturday,Monsoon,2026-08-26,0,2026-08-26,On Time,15.3,1226.0,1
O00343,2025-02-11,Kolkata-W1,XpressBees,Local,Home,Thursday,Winter,2025-02-15,1,2025-02-16,Delayed,6.0,84.5,1
O00344,2025-10-06,Kolkata-W1,EcomExpress,North,Home,Saturday,Festive,2025-10-13,6,2025-10-19,Delayed,26.3,1408.8,1
O00345,2026-04-04,Kolkata-W1,XpressBees,Local,Sports,Friday,Winter,2026-04-07,8,2026-04-15,Delayed,14.2,688.8,1
O00346,2025-02-02,Mumbai-W1,DTDC,Local,Electronics,Sunday,Spring,2025-02-06,0,2025-02-06,On Time,24.1,176.9,3
O00347,2025-10-03,Bengaluru-W1,BlueDart,North,Sports,Saturday,Winter,2025-10-09,3,2025-10-12,Delayed,6.2,1024.6,3
O00348,2025-03-31,Mumbai-W1,EcomExpress,Regional,Fashion,Thursday,Winter,2025-04-07,4,2025-04-11,Delayed,11.3,507.8,1
O00349,2026-06-08,Kolkata-W1,BlueDart,West,Electronics,Friday,Summer,2026-06-10,1,2026-06-11,Delayed,4.1,1188.9,3
O00350,2025-06-09,Kolkata-W1,DTDC,Local,Home,Monday,Festive,2025-06-13,4,2025-06-17,Delayed,14.6,1186.4,3
O00351,2026-04-03,Hyderabad-W1,Delhivery,West,Fashion,Monday,Festive,2026-04-06,3,2026-04-09,Delayed,11.8,1270.5,1
O00352,2026-02-03,Mumbai-W1,Delhivery,East,Beauty,Wednesday,Spring,2026-02-09,0,2026-02-09,On Time,13.7,1786.5,3
O00353,2025-04-01,Mumbai-W1,Delhivery,West,Beauty,Monday,Monsoon,2025-04-08,1,2025-04-09,Delayed,6.6,699.1,3
O00354,2026-08-04,Delhi-W1,EcomExpress,Regional,Beauty,Friday,Summer,2026-08-09,3,2026-08-12,Delayed,9.4,840.2,1
O00355,2026-04-11,Bengaluru-W1,Delhivery,Regional,Home,Sunday,Spring,2026-04-17,4,2026-04-21,Delayed,9.0,1449.3,3
O00356,2025-08-08,Delhi-W1,EcomExpress,Local,Sports,Friday,Spring,2025-08-11,6,2025-08-17,Delayed,6.6,1043.2,1
O00357,2026-02-23,Delhi-W1,EcomExpress,North,Electronics,Monday,Festive,2026-03-02,6,2026-03-08,Delayed,9.7,71.9,3
O00358,2026-01-14,Bengaluru-W1,BlueDart,Regional,Home,Tuesday,Summer,2026-01-17,1,2026-01-18,Delayed,10.9,1518.3,1
O00359,2026-03-23,Hyderabad-W1,Delhivery,North,Fashion,Friday,Festive,2026-03-28,2,2026-03-30,Delayed,12.2,97.4,3
O00360,2025-05-26,Hyderabad-W1,XpressBees,East,Fashion,Wednesday,Monsoon,2025-06-01,0,2025-06-01,On Time,6.5,311.6,1
O00361,2025-08-21,Bengaluru-W1,Delhivery,North,Beauty,Tuesday,Festive,2025-08-25,2,2025-08-27,Delayed,14.2,188.2,3
O00362,2026-01-06,Bengaluru-W1,Delhivery,South,Electronics,Monday,Winter,2026-01-10,1,2026-01-11,Delayed,13.6,144.9,1
O00363,2025-08-22,Mumbai-W1,Delhivery,North,Beauty,Sunday,Festive,2025-08-28,4,2025-09-01,Delayed,12.3,51.1,3
O00364,2026-01-02,Mumbai-W1,XpressBees,Regional,Fashion,Thursday,Winter,2026-01-06,2,2026-01-08,Delayed,14.8,103.8,1
O00365,2026-04-26,Mumbai-W1,XpressBees,North,Fashion,Friday,Spring,2026-05-03,2,2026-05-05,Delayed,7.6,799.2,1
O00366,2026-07-27,Mumbai-W1,EcomExpress,North,Sports,Thursday,Monsoon,2026-08-02,4,2026-08-06,Delayed,3.7,458.9,1
O00367,2025-12-29,Kolkata-W1,XpressBees,South,Sports,Saturday,Winter,2026-01-04,2,2026-01-06,Delayed,13.6,232.1,1
O00368,2026-08-13,Kolkata-W1,EcomExpress,South,Sports,Wednesday,Monsoon,2026-08-16,3,2026-08-19,Delayed,5.8,1187.4,1
O00369,2026-05-26,Hyderabad-W1,BlueDart,Local,Beauty,Tuesday,Festive,2026-05-28,3,2026-05-31,Delayed,2.5,410.9,1
O00370,2025-04-05,Kolkata-W1,EcomExpress,Regional,Electronics,Thursday,Festive,2025-04-08,7,2025-04-15,Delayed,5.9,39.0,1
O00371,2025-08-04,Kolkata-W1,Delhivery,Local,Sports,Wednesday,Spring,2025-08-08,1,2025-08-09,Delayed,9.6,756.1,3
O00372,2026-06-27,Mumbai-W1,DTDC,South,Home,Thursday,Festive,2026-06-29,3,2026-07-02,Delayed,19.6,562.2,1
O00373,2025-05-15,Mumbai-W1,DTDC,North,Sports,Thursday,Winter,2025-05-21,3,2025-05-24,Delayed,10.9,576.9,1
O00374,2025-03-24,Bengaluru-W1,Delhivery,South,Beauty,Wednesday,Spring,2025-03-28,1,2025-03-29,Delayed,14.8,804.3,2
