employee_id,department,role,age_band,tenure_years,compensation_band,performance_rating,monthly_overtime_hours,remote_days_per_month,job_satisfaction,attrition_probability,exit_status
E0342,Operations,Specialist,46-55,8.1,Medium,2.1,16,6,4,0.1,Active
E0343,Marketing,Executive,26-35,12.3,High,1.6,13,14,3,0.1,Active
E0344,Operations,Associate,36-45,0.1,Low,2.0,14,17,3,0.2,Active
E0345,IT,Specialist,26-35,3.1,Medium,1.9,12,21,4,0.1,Active
E0346,Sales,Manager,36-45,1.7,Medium,3.1,14,17,4,0.1,Active
E0347,HR,Analyst,26-35,6.3,Medium,3.3,10,9,3,0.1,Active
E0348,IT,Specialist,26-35,0.9,Medium,4.8,6,21,4,0.16,Active
E0349,Finance,Specialist,26-35,12.7,High,1.8,11,17,2,0.14,Active
E0350,HR,Specialist,26-35,3.0,Medium,3.6,7,0,4,0.1,Active
E0351,Operations,Executive,46-55,5.0,High,4.3,17,6,1,0.14,Active
E0352,IT,Specialist,36-45,0.3,Medium,3.2,12,2,1,0.2,Active
E0353,Operations,Manager,36-45,0.6,Medium,2.0,12,13,2,0.2,Active
E0354,Operations,Developer,18-25,4.5,Medium,2.1,11,11,4,0.1,Active
E0355,Operations,Associate,36-45,0.1,Low,1.2,9,13,1,0.24,Active
E0356,Sales,Specialist,26-35,5.4,Medium,2.2,7,3,5,0.1,Exited
E0357,Operations,Executive,46-55,0.1,High,4.0,12,12,4,0.16,Active
E0358,Finance,Manager,46-55,3.4,Medium,1.2,11,15,2,0.14,Active
E0359,Finance,Specialist,18-25,1.5,High,1.9,10,15,4,0.1,Active
E0360,HR,Executive,46-55,3.0,Medium,3.8,9,21,3,0.1,Active
E0361,Marketing,Developer,18-25,3.8,Low,4.1,12,4,3,0.14,Active
E0362,Operations,Analyst,26-35,1.3,Low,2.8,11,19,1,0.18,Active
E0363,Operations,Specialist,26-35,0.4,Medium,3.8,6,5,3,0.16,Active
E0364,IT,Manager,18-25,0.2,Medium,2.6,8,5,2,0.2,Active
E0365,Sales,Executive,36-45,2.8,Low,1.6,17,17,1,0.18,Active
E0366,Marketing,Executive,18-25,2.4,Medium,2.6,14,5,2,0.14,Active
E0367,HR,Specialist,18-25,4.3,Medium,3.3,9,6,2,0.14,Active
E0368,Marketing,Executive,36-45,2.3,Medium,4.8,16,15,3,0.1,Active
E0369,Operations,Analyst,36-45,1.8,High,1.3,17,8,3,0.1,Active
E0370,IT,Executive,46-55,1.6,Medium,3.0,10,12,2,0.14,Active
E0371,Sales,Associate,36-45,0.1,Medium,2.3,11,11,3,0.16,Active
E0372,HR,Associate,36-45,1.3,High,3.0,10,18,3,0.1,Exited
E0373,Marketing,Executive,26-35,11.9,Medium,1.1,13,22,3,0.1,Active
E0374,HR,Specialist,18-25,6.6,Medium,2.3,12,22,4,0.1,Active
E0375,Operations,Associate,18-25,1.3,Medium,4.3,12,0,2,0.14,Active
E0376,HR,Manager,26-35,2.8,Low,3.2,9,7,5,0.14,Active
E0377,IT,Associate,36-45,6.0,High,2.8,6,3,2,0.14,Active
E0378,HR,Executive,26-35,1.9,Medium,2.1,6,20,1,0.14,Active
E0379,Finance,Specialist,36-45,0.1,Very High,2.2,8,21,3,0.16,Active
E0380,IT,Developer,26-35,0.2,High,2.5,16,18,3,0.16,Active
E0381,Marketing,Specialist,18-25,2.3,Medium,4.3,12,20,5,0.1,Active
E0382,Sales,Specialist,26-35,11.2,Medium,4.9,13,4,1,0.14,Active
E0383,Sales,Specialist,46-55,3.8,Low,2.8,5,16,4,0.14,Active
E0384,Operations,Manager,36-45,0.2,Medium,2.6,8,2,2,0.2,Active
E0385,Operations,Analyst,46-55,0.7,Medium,4.4,10,18,4,0.16,Exited
E0386,Finance,Executive,18-25,4.7,Medium,2.7,15,0,1,0.14,Active
E0387,Marketing,Analyst,56+,5.9,Medium,3.2,3,22,5,0.1,Exited
E0388,Sales,Developer,26-35,3.1,Low,1.9,10,0,1,0.18,Active
E0389,Sales,Analyst,18-25,3.3,Very High,4.0,8,22,5,0.1,Active
E0390,Sales,Executive,56+,0.1,Low,3.1,8,19,4,0.2,Active
E0391,Sales,Executive,26-35,5.6,Very High,4.2,11,8,4,0.1,Active
E0392,HR,Developer,36-45,5.0,High,4.1,9,22,1,0.14,Active
E0393,Marketing,Executive,18-25,1.0,Medium,1.9,11,4,1,0.14,Active
E0394,IT,Developer,36-45,3.9,High,3.9,13,6,3,0.1,Active
E0395,IT,Developer,46-55,0.8,Medium,4.2,8,5,5,0.16,Active
E0396,Finance,Executive,26-35,0.1,Medium,2.4,8,16,3,0.16,Active
E0397,HR,Associate,36-45,0.7,Medium,1.7,13,21,2,0.2,Exited
E0398,Sales,Developer,26-35,0.6,Medium,1.0,9,16,2,0.2,Active
E0399,Sales,Executive,36-45,1.3,Medium,2.8,10,12,1,0.14,Active
E0400,Operations,Associate,26-35,1.7,Medium,2.4,11,11,4,0.1,Active
E0401,Operations,Developer,26-35,2.3,Medium,3.2,7,3,2,0.14,Active
E0402,Finance,Associate,26-35,2.1,Medium,1.8,9,7,2,0.14,Active
E0403,Sales,Manager,18-25,1.0,Medium,4.4,10,4,3,0.1,Exited
E0404,Finance,Specialist,46-55,0.1,Low,2.0,9,4,3,0.2,Active
E0405,HR,Manager,26-35,3.0,Low,1.9,7,12,2,0.18,Active
E0406,IT,Associate,26-35,1.6,Medium,2.9,11,10,1,0.14,Active
E0407,Sales,Developer,26-35,1.1,Low,3.0,9,7,3,0.14,Active
E0408,Marketing,Executive,26-35,6.5,Low,1.9,8,7,2,0.18,Active
E0409,HR,Analyst,36-45,4.4,High,2.1,12,0,4,0.1,Active
E0410,Sales,Executive,56+,6.2,Low,1.7,6,12,3,0.14,Active
E0411,Marketing,Analyst,26-35,2.2,High,3.9,16,4,2,0.14,Exited
E0412,Operations,Analyst,46-55,0.4,Medium,4.1,13,20,5,0.16,Active
E0413,Finance,Developer,36-45,3.8,High,2.8,12,7,3,0.1,Active
E0414,Operations,Associate,18-25,0.7,Medium,3.9,8,16,5,0.16,Active
E0415,IT,Executive,36-45,1.9,Medium,3.9,14,22,3,0.1,Active
E0416,Operations,Associate,26-35,0.2,Medium,1.6,11,22,3,0.16,Active
E0417,Sales,Manager,36-45,5.6,Medium,4.9,9,12,5,0.1,Active
E0418,Marketing,Developer,46-55,0.4,Medium,4.3,6,8,1,0.2,Exited
E0419,Operations,Developer,26-35,7.5,Low,1.8,12,1,2,0.18,Active
E0420,Sales,Manager,46-55,6.4,Very High,1.7,8,18,1,0.14,Active
E0421,IT,Executive,36-45,2.0,Medium,1.5,13,19,1,0.14,Exited
E0422,Marketing,Specialist,26-35,4.4,Medium,1.6,10,16,2,0.14,Active
E0423,Operations,Manager,36-45,3.1,High,4.0,7,6,4,0.1,Active
E0424,Finance,Executive,26-35,5.2,Medium,2.9,5,2,1,0.14,Active
E0425,Finance,Analyst,56+,1.8,High,4.1,10,18,1,0.14,Exited
E0426,Marketing,Developer,36-45,4.9,Medium,4.0,11,18,1,0.14,Active
E0427,Finance,Executive,18-25,2.0,High,3.4,12,8,4,0.1,Active
E0428,Operations,Associate,26-35,9.1,Low,3.7,11,9,3,0.14,Active
E0429,Operations,Associate,36-45,2.1,High,1.1,6,13,5,0.1,Exited
E0430,Marketing,Developer,18-25,2.0,High,2.2,11,17,5,0.1,Exited
E0431,Operations,Manager,18-25,4.9,Low,3.6,8,14,4,0.14,Active
E0432,Sales,Specialist,26-35,5.5,Low,1.0,8,0,1,0.18,Active
E0433,IT,Manager,26-35,2.6,Medium,1.1,16,5,5,0.1,Active
E0434,Finance,Executive,26-35,0.6,Very High,4.4,9,14,4,0.16,Active
E0435,Sales,Manager,26-35,2.0,Medium,3.7,15,5,2,0.14,Active
E0436,Marketing,Developer,18-25,11.0,Medium,2.1,7,17,5,0.1,Active
E0437,Finance,Executive,36-45,4.5,Low,3.8,9,0,2,0.18,Active
E0438,Sales,Analyst,26-35,5.3,Medium,4.2,12,2,1,0.14,Active
E0439,Operations,Manager,26-35,0.1,Medium,2.2,7,16,5,0.16,Active
E0440,Marketing,Manager,26-35,2.0,Very High,1.1,12,15,4,0.1,Active
E0441,Marketing,Specialist,36-45,3.3,Medium,4.7,9,7,3,0.1,Active
E0442,Finance,Executive,18-25,5.7,High,2.4,9,16,5,0.1,Active
E0443,Operations,Associate,18-25,0.2,Medium,1.4,15,7,5,0.16,Exited
E0444,Finance,Manager,18-25,6.1,Low,3.0,9,16,5,0.14,Active
E0445,HR,Developer,46-55,2.5,Medium,4.1,16,8,5,0.1,Active
E0446,Sales,Manager,36-45,0.7,Medium,1.9,9,11,4,0.16,Active
E0447,HR,Specialist,36-45,1.2,Very High,2.1,11,18,4,0.1,Exited
E0448,Sales,Analyst,36-45,1.1,High,2.0,11,3,3,0.1,Active
E0449,IT,Specialist,36-45,2.4,Low,5.0,10,20,4,0.14,Active
E0450,Marketing,Manager,26-35,0.2,Low,1.8,14,21,4,0.2,Active
E0451,Finance,Associate,36-45,0.6,Low,3.3,8,10,1,0.24,Active
E0452,IT,Manager,18-25,5.4,Very High,4.7,14,3,1,0.14,Active
E0453,IT,Executive,36-45,0.5,High,1.6,9,13,2,0.2,Active
E0454,Marketing,Manager,36-45,0.9,High,4.9,13,13,3,0.16,Active
E0455,Marketing,Associate,26-35,1.9,Medium,4.8,8,5,1,0.14,Active
E0456,Sales,Executive,26-35,2.3,Medium,4.5,14,16,3,0.1,Active
E0457,HR,Developer,26-35,4.6,Medium,1.9,15,1,3,0.1,Active
E0458,Operations,Executive,36-45,1.9,Medium,3.5,17,7,5,0.1,Active
E0459,Sales,Specialist,36-45,5.0,Medium,4.0,9,3,3,0.1,Active
E0460,Operations,Analyst,46-55,3.1,Low,4.9,8,9,5,0.14,Active
E0461,IT,Specialist,26-35,0.4,Low,1.7,8,6,2,0.24,Exited
E0462,Operations,Executive,36-45,0.5,High,4.1,9,3,2,0.2,Active
E0463,HR,Developer,36-45,1.8,High,2.4,8,15,2,0.14,Active
E0464,Sales,Manager,46-55,1.6,Medium,1.7,5,13,5,0.1,Active
E0465,Marketing,Executive,26-35,4.4,Medium,2.7,5,15,5,0.1,Active
E0466,HR,Specialist,26-35,2.8,Medium,4.2,8,8,2,0.14,Active
E0467,HR,Executive,36-45,1.6,High,2.9,11,3,5,0.1,Active
E0468,Sales,Executive,36-45,0.6,High,3.2,13,5,4,0.16,Active
E0469,Marketing,Executive,56+,0.8,High,5.0,8,0,4,0.16,Active
E0470,HR,Developer,18-25,2.7,High,2.6,12,6,5,0.1,Active
E0471,Marketing,Associate,18-25,1.8,Low,3.5,8,0,5,0.14,Active
E0472,Finance,Associate,46-55,2.3,Medium,2.5,12,18,1,0.14,Active
E0473,Finance,Executive,26-35,0.6,Medium,2.6,6,7,1,0.2,Active
E0474,Finance,Developer,36-45,3.5,Medium,3.8,7,2,3,0.1,Active
E0475,Operations,Developer,26-35,6.1,High,4.8,7,0,3,0.1,Active
E0476,HR,Executive,18-25,1.0,Medium,3.2,5,0,3,0.1,Active
E0477,Sales,Specialist,36-45,2.2,Low,4.1,6,6,2,0.18,Active
E0478,Sales,Specialist,36-45,11.9,Medium,1.4,4,20,4,0.1,Active
E0479,Operations,Analyst,26-35,1.3,Very High,1.8,10,12,2,0.14,Active
E0480,Sales,Executive,26-35,2.9,Low,3.0,13,0,5,0.14,Active
E0481,Finance,Analyst,46-55,0.3,Medium,1.1,9,15,1,0.2,Active
E0482,HR,Specialist,18-25,3.0,Medium,2.0,17,21,5,0.1,Active
E0483,Sales,Specialist,46-55,0.3,Low,3.1,11,21,5,0.2,Active
E0484,Sales,Executive,26-35,10.2,Medium,1.1,8,13,1,0.14,Active
E0485,IT,Analyst,36-45,4.0,High,2.1,12,3,5,0.1,Active
E0486,IT,Analyst,46-55,5.0,Medium,3.1,11,22,3,0.1,Active
E0487,IT,Executive,36-45,3.9,High,3.3,9,22,1,0.14,Exited
E0488,HR,Analyst,26-35,2.9,Medium,4.7,6,11,5,0.1,Active
E0489,Finance,Manager,36-45,1.9,Low,3.6,14,11,3,0.14,Active
E0490,Marketing,Specialist,26-35,6.3,Very High,2.7,6,16,3,0.1,Active
E0491,Finance,Associate,26-35,10.1,Medium,4.7,14,20,4,0.1,Active
E0492,Finance,Developer,56+,2.2,Medium,4.1,11,14,3,0.1,Active
E0493,HR,Analyst,36-45,8.6,High,1.8,6,9,2,0.14,Active
E0494,HR,Analyst,36-45,2.8,Medium,1.5,15,2,1,0.14,Active
E0495,IT,Developer,26-35,2.5,High,3.7,11,22,1,0.14,Active
E0496,Sales,Analyst,18-25,1.9,Low,3.2,9,19,1,0.18,Active
E0497,Operations,Developer,18-25,0.8,Medium,4.2,9,19,5,0.16,Active
E0498,Operations,Executive,26-35,0.1,Low,4.0,12,11,5,0.2,Active
E0499,Marketing,Manager,36-45,0.9,High,3.5,9,0,2,0.2,Active
E0500,Sales,Manager,26-35,2.3,Low,4.9,9,0,3,0.14,Active
E0501,Marketing,Specialist,46-55,1.5,High,3.1,10,9,5,0.1,Active
E0502,IT,Associate,18-25,1.9,Very High,1.5,7,17,3,0.1,Active
E0503,Marketing,Analyst,26-35,12.6,Medium,4.3,13,14,3,0.1,Active
E0504,Sales,Associate,26-35,1.4,Medium,2.0,12,1,5,0.1,Active
E0505,Sales,Executive,26-35,1.9,Medium,4.1,10,16,5,0.1,Active
E0506,Operations,Manager,18-25,0.5,Medium,4.8,9,7,2,0.2,Exited
E0507,IT,Executive,46-55,0.2,Medium,3.8,6,21,4,0.16,Exited
E0508,HR,Executive,26-35,4.8,Medium,3.4,11,21,1,0.14,Active
E0509,Marketing,Analyst,46-55,2.7,Very High,2.8,7,8,5,0.1,Active
E0510,Operations,Executive,26-35,4.6,Very High,2.5,12,20,5,0.1,Active
E0511,Marketing,Manager,56+,0.5,High,2.4,10,19,3,0.16,Active
E0512,Marketing,Associate,26-35,2.7,High,3.5,9,10,4,0.1,Exited
E0513,HR,Manager,46-55,0.9,Medium,4.0,9,5,5,0.16,Active
E0514,IT,Analyst,18-25,0.8,High,3.7,11,13,4,0.16,Exited
E0515,Sales,Manager,36-45,0.1,High,1.8,11,0,1,0.2,Active
E0516,Finance,Developer,46-55,0.4,Medium,3.0,9,6,3,0.16,Active
E0517,Marketing,Associate,18-25,1.2,Very High,4.2,9,8,2,0.14,Active
E0518,Finance,Developer,18-25,0.4,Medium,2.9,5,10,1,0.2,Active
E0519,IT,Developer,26-35,13.6,Medium,3.1,9,22,4,0.1,Active
E0520,Finance,Specialist,46-55,1.2,High,4.1,10,15,4,0.1,Active
E0521,Marketing,Analyst,26-35,0.4,Very High,3.6,10,18,1,0.2,Active
E0522,HR,Executive,26-35,0.7,Low,2.6,9,1,4,0.2,Exited
E0523,Finance,Developer,18-25,2.8,High,4.6,12,14,2,0.14,Active
E0524,IT,Manager,18-25,0.2,Medium,1.7,10,2,2,0.2,Active
E0525,IT,Executive,46-55,6.3,Medium,5.0,10,3,4,0.1,Active
E0526,HR,Manager,18-25,10.4,High,1.5,10,19,4,0.1,Active
E0527,Finance,Manager,36-45,0.9,Medium,1.1,13,21,2,0.2,Active
E0528,Finance,Executive,46-55,1.9,High,4.6,10,6,4,0.1,Exited
E0529,Sales,Executive,26-35,0.1,Medium,2.0,9,11,5,0.16,Active
E0530,Operations,Manager,36-45,3.3,Medium,3.9,9,3,3,0.1,Active
E0531,IT,Analyst,18-25,1.7,Medium,4.2,14,9,5,0.1,Active
E0532,Sales,Associate,36-45,1.0,Medium,4.4,11,5,4,0.1,Active
E0533,IT,Specialist,18-25,0.7,Low,5.0,5,21,4,0.2,Exited
E0534,Sales,Associate,36-45,3.4,Very High,2.2,14,13,3,0.1,Exited
E0535,Operations,Analyst,26-35,1.7,Medium,3.8,5,2,4,0.1,Active
E0536,Sales,Specialist,26-35,0.6,High,1.5,8,16,3,0.16,Active
E0537,IT,Executive,36-45,3.7,Medium,2.6,12,10,2,0.14,Active
E0538,Finance,Specialist,18-25,2.7,Medium,4.4,14,9,3,0.1,Active
E0539,IT,Manager,36-45,6.3,Medium,2.5,9,20,3,0.1,Active
E0540,Marketing,Associate,26-35,0.4,Medium,3.4,7,9,5,0.16,Active
E0541,HR,Specialist,36-45,4.9,Medium,3.0,12,9,4,0.1,Active
E0542,HR,Manager,18-25,3.6,Medium,3.6,13,2,2,0.14,Active
E0543,Marketing,Analyst,36-45,0.4,Medium,4.9,9,14,1,0.2,Active
E0544,HR,Specialist,18-25,3.8,Low,1.2,11,16,3,0.14,Active
E0545,HR,Manager,26-35,1.9,Medium,3.3,9,17,1,0.14,Exited
E0546,Operations,Analyst,26-35,9.3,Low,4.5,9,18,4,0.14,Active
E0547,Finance,Executive,36-45,0.5,Low,2.9,8,18,3,0.2,Active
E0548,Finance,Analyst,26-35,3.3,Very High,1.3,13,11,1,0.14,Active
E0549,IT,Analyst,46-55,1.5,Medium,3.2,10,4,5,0.1,Active
E0550,Marketing,Associate,46-55,10.1,High,2.3,9,15,1,0.14,Active
E0551,Sales,Manager,26-35,1.3,Medium,1.6,14,14,5,0.1,Active
E0552,IT,Specialist,36-45,10.5,High,4.4,8,14,2,0.14,Active
E0553,IT,Associate,18-25,7.4,Medium,3.1,6,5,4,0.1,Active
E0554,IT,Developer,26-35,1.0,High,4.7,8,11,1,0.14,Active
E0555,IT,Analyst,36-45,5.2,Medium,4.2,9,1,3,0.1,Active
E0556,Finance,Developer,36-45,17.4,Very High,3.8,11,19,4,0.1,Active
E0557,Sales,Associate,36-45,0.9,High,1.0,6,8,1,0.2,Active
E0558,IT,Manager,26-35,1.8,High,2.7,4,3,3,0.1,Active
E0559,Finance,Associate,26-35,2.3,Low,1.8,13,4,3,0.14,Active
E0560,IT,Manager,18-25,1.1,Medium,4.6,14,20,3,0.1,Exited
E0561,HR,Manager,36-45,0.1,Medium,1.7,5,7,3,0.16,Active
E0562,IT,Executive,26-35,0.8,Medium,2.1,6,21,1,0.2,Active
E0563,Marketing,Analyst,36-45,1.1,High,3.1,10,9,2,0.14,Active
E0564,Marketing,Associate,26-35,1.9,Low,2.1,6,6,5,0.14,Active
E0565,IT,Manager,26-35,0.6,Low,1.8,10,21,5,0.2,Active
E0566,Operations,Associate,26-35,6.6,Medium,3.4,9,13,5,0.1,Active
E0567,HR,Associate,18-25,3.9,Low,1.4,17,4,2,0.18,Active
E0568,Sales,Manager,26-35,0.3,Low,1.2,17,15,3,0.2,Active
E0569,IT,Specialist,36-45,3.4,High,2.5,12,14,3,0.1,Active
E0570,Sales,Developer,46-55,3.4,Medium,3.9,13,4,4,0.1,Active
E0571,HR,Analyst,26-35,10.0,Low,3.2,14,2,5,0.14,Active
E0572,IT,Analyst,26-35,0.1,Medium,2.7,9,22,5,0.16,Active
E0573,Operations,Specialist,18-25,0.9,Medium,3.3,8,9,3,0.16,Exited
E0574,Finance,Executive,46-55,8.4,Low,2.5,10,4,5,0.14,Active
E0575,Operations,Specialist,18-25,8.6,High,4.7,13,22,3,0.1,Active
E0576,Operations,Executive,46-55,4.1,High,1.2,9,14,3,0.1,Active
E0577,Finance,Executive,26-35,4.6,High,3.7,8,17,3,0.1,Active
E0578,Finance,Specialist,26-35,0.3,High,4.6,6,7,1,0.2,Active
E0579,Marketing,Analyst,46-55,2.3,Low,4.2,15,20,1,0.18,Active
E0580,Finance,Developer,18-25,0.8,Very High,1.7,13,1,1,0.2,Exited
E0581,IT,Analyst,36-45,0.6,High,2.2,12,21,1,0.2,Active
E0582,Sales,Analyst,26-35,5.3,High,3.9,12,7,2,0.14,Active
E0583,Marketing,Analyst,26-35,0.5,Low,1.3,12,22,4,0.2,Active
E0584,Marketing,Specialist,26-35,2.0,Very High,4.2,15,7,4,0.1,Active
E0585,Sales,Specialist,36-45,8.9,High,3.9,8,3,3,0.1,Active
E0586,Marketing,Specialist,36-45,0.7,High,3.9,13,18,5,0.16,Active
E0587,Finance,Analyst,18-25,12.2,Low,1.4,6,22,1,0.18,Active
E0588,Operations,Developer,46-55,16.5,High,3.9,11,17,4,0.1,Active
E0589,HR,Executive,18-25,2.6,Very High,3.7,13,20,4,0.1,Exited
E0590,Finance,Associate,26-35,0.6,High,4.3,13,22,1,0.2,Active
E0591,Operations,Executive,26-35,1.2,Medium,1.2,6,0,2,0.14,Exited
E0592,Operations,Executive,18-25,1.8,Very High,1.1,9,19,2,0.14,Active
E0593,Marketing,Associate,18-25,1.2,Medium,2.5,7,14,4,0.1,Active
E0594,IT,Analyst,56+,1.1,Medium,1.6,19,17,2,0.14,Active
E0595,IT,Developer,26-35,11.5,Medium,3.2,13,21,1,0.14,Active
E0596,Marketing,Developer,18-25,0.5,Very High,4.7,6,11,4,0.16,Active
E0597,Marketing,Executive,18-25,4.2,Low,2.6,8,0,1,0.18,Active
E0598,Sales,Associate,36-45,0.1,Medium,4.4,3,6,2,0.2,Active
E0599,Sales,Manager,46-55,2.9,High,1.0,10,18,1,0.14,Active
E0600,HR,Analyst,26-35,7.9,High,1.7,15,0,2,0.14,Active
E0601,HR,Executive,18-25,1.1,Medium,1.1,14,6,2,0.14,Active
E0602,HR,Developer,26-35,0.7,High,2.3,9,1,1,0.2,Exited
E0603,HR,Specialist,18-25,3.4,Very High,4.6,11,6,2,0.14,Active
E0604,Operations,Specialist,18-25,4.0,Low,1.4,13,18,3,0.14,Active
E0605,Operations,Associate,26-35,3.7,Medium,3.4,12,12,1,0.14,Active
E0606,Sales,Associate,26-35,1.2,Low,2.8,5,4,3,0.14,Active
E0607,IT,Executive,26-35,0.9,Medium,4.8,9,22,1,0.2,Active
E0608,Marketing,Manager,26-35,10.0,Medium,1.5,13,18,2,0.14,Active
E0609,IT,Developer,46-55,8.2,High,1.8,11,0,2,0.14,Active
E0610,Finance,Executive,46-55,2.0,High,1.1,8,0,4,0.1,Active
E0611,Operations,Manager,36-45,6.0,Low,2.7,9,17,4,0.14,Active
E0612,HR,Associate,26-35,1.9,Low,2.1,6,0,3,0.14,Exited
E0613,HR,Specialist,26-35,1.8,Medium,4.5,15,4,2,0.14,Active
E0614,Finance,Analyst,26-35,0.5,Medium,3.4,7,8,4,0.16,Active
E0615,IT,Specialist,36-45,1.8,Medium,3.5,11,11,2,0.14,Active
E0616,HR,Developer,26-35,2.5,High,3.1,7,8,1,0.14,Exited
E0617,IT,Developer,46-55,0.1,Very High,1.4,7,17,4,0.16,Active
E0618,Marketing,Specialist,46-55,1.9,Medium,2.8,10,22,3,0.1,Active
E0619,Finance,Specialist,26-35,4.9,High,5.0,12,10,4,0.1,Exited
E0620,IT,Manager,36-45,3.6,Medium,4.3,11,0,2,0.14,Active
E0621,Marketing,Executive,18-25,3.2,High,4.6,11,18,5,0.1,Active
E0622,IT,Associate,26-35,7.7,Medium,4.3,16,21,5,0.1,Active
E0623,IT,Manager,26-35,0.1,Low,1.4,8,9,2,0.24,Active
E0624,HR,Analyst,26-35,2.6,Very High,1.9,5,1,1,0.14,Active
E0625,Sales,Specialist,46-55,5.0,Medium,1.0,10,6,4,0.1,Active
E0626,Operations,Analyst,18-25,2.5,High,2.2,8,19,5,0.1,Active
E0627,IT,Analyst,26-35,1.3,Medium,1.4,9,1,1,0.14,Active
E0628,IT,Manager,36-45,0.5,Low,2.9,9,18,2,0.24,Active
E0629,IT,Associate,36-45,7.0,Low,3.7,12,5,1,0.18,Exited
E0630,Sales,Developer,26-35,2.0,Medium,4.5,8,9,2,0.14,Active
E0631,Marketing,Executive,46-55,6.7,High,4.0,14,8,4,0.1,Active
E0632,Finance,Developer,36-45,2.8,Medium,4.8,11,7,1,0.14,Active
E0633,HR,Associate,26-35,3.6,High,1.2,9,10,4,0.1,Active
E0634,Sales,Developer,18-25,5.2,High,1.0,12,8,1,0.14,Active
E0635,Marketing,Specialist,26-35,3.4,High,3.6,7,19,2,0.14,Exited
E0636,IT,Specialist,46-55,1.6,Medium,2.2,10,19,2,0.14,Active
E0637,Marketing,Manager,36-45,2.3,High,2.0,12,8,1,0.14,Active
E0638,Sales,Analyst,46-55,5.2,Medium,2.3,11,7,2,0.14,Active
E0639,Sales,Associate,26-35,1.5,Medium,2.1,8,14,3,0.1,Active
E0640,Sales,Associate,18-25,1.6,Low,3.0,9,1,3,0.14,Active
E0641,Finance,Developer,18-25,0.3,Medium,2.8,6,0,4,0.16,Active
E0642,Operations,Manager,26-35,7.9,Low,3.0,5,8,3,0.14,Active
E0643,HR,Developer,36-45,0.3,Medium,3.7,7,8,3,0.16,Active
E0644,Finance,Developer,36-45,3.3,Low,2.5,10,12,5,0.14,Exited
E0645,Finance,Associate,26-35,1.7,Medium,2.0,10,7,5,0.1,Active
E0646,Operations,Developer,26-35,1.7,High,1.7,5,20,5,0.1,Active
E0647,Finance,Analyst,26-35,3.6,Medium,2.4,7,4,5,0.1,Active
E0648,Sales,Developer,26-35,0.2,Low,4.0,11,2,2,0.24,Active
E0649,Sales,Analyst,26-35,2.9,Low,4.0,3,20,4,0.14,Exited
E0650,Marketing,Associate,18-25,4.7,High,3.7,5,3,4,0.1,Exited
E0651,IT,Manager,26-35,5.6,Low,1.9,8,16,3,0.14,Active
E0652,Finance,Specialist,18-25,0.6,Medium,3.4,10,15,4,0.16,Active
E0653,IT,Analyst,26-35,7.3,Medium,3.3,12,15,3,0.1,Active
E0654,HR,Manager,18-25,3.4,High,2.9,11,19,4,0.1,Active
E0655,Sales,Manager,36-45,6.8,Medium,3.2,12,2,1,0.14,Active
E0656,Marketing,Analyst,26-35,2.1,High,3.0,11,5,1,0.14,Active
E0657,HR,Associate,56+,2.5,Low,3.3,11,0,4,0.14,Active
E0658,Marketing,Executive,26-35,8.0,Medium,3.9,7,20,2,0.14,Exited
E0659,Operations,Manager,26-35,7.4,Medium,1.4,14,15,3,0.1,Active
E0660,Sales,Manager,26-35,1.9,Low,4.0,10,14,4,0.14,Active
E0661,HR,Associate,18-25,1.0,Medium,1.5,9,6,3,0.1,Active
E0662,Operations,Associate,46-55,1.6,Medium,1.3,9,1,5,0.1,Active
E0663,HR,Developer,18-25,1.6,Medium,4.9,3,9,4,0.1,Active
E0664,Marketing,Associate,46-55,1.1,High,4.8,16,14,2,0.14,Active
E0665,Operations,Manager,46-55,1.0,Medium,1.2,6,5,5,0.1,Active
E0666,Operations,Analyst,26-35,6.3,High,2.8,10,1,4,0.1,Active
E0667,Sales,Executive,26-35,0.2,Medium,1.7,7,16,1,0.2,Active
E0668,IT,Developer,36-45,3.6,Medium,2.9,11,0,4,0.1,Active
E0669,Marketing,Analyst,26-35,0.6,Medium,4.3,8,0,1,0.2,Active
E0670,Marketing,Executive,36-45,1.4,Low,4.8,16,3,1,0.18,Active
E0671,Operations,Executive,18-25,0.2,Low,3.5,15,19,4,0.2,Active
E0672,Operations,Executive,18-25,1.0,Medium,2.4,5,15,4,0.1,Active
E0673,Sales,Specialist,26-35,4.7,Very High,3.4,13,7,1,0.14,Active
E0674,IT,Analyst,26-35,6.9,High,2.2,6,0,3,0.1,Active
E0675,Marketing,Developer,46-55,0.8,Low,4.6,13,18,5,0.2,Active
E0676,Finance,Developer,18-25,2.0,High,4.5,20,10,2,0.14,Active
E0677,Finance,Executive,46-55,2.0,High,3.2,13,16,4,0.1,Active
E0678,IT,Analyst,26-35,6.6,Medium,2.3,6,9,5,0.1,Active
E0679,HR,Specialist,26-35,4.6,High,2.2,9,11,5,0.1,Active
E0680,Sales,Executive,26-35,2.3,Medium,1.1,16,8,3,0.1,Active
E0681,IT,Associate,26-35,3.6,Low,4.3,6,6,5,0.14,Active
E0682,Finance,Developer,18-25,6.0,Medium,2.8,9,11,4,0.1,Active
E0683,Operations,Manager,26-35,0.1,Medium,2.3,11,14,5,0.16,Exited
E0684,Finance,Executive,36-45,1.7,Medium,2.9,16,7,4,0.1,Active
